uid,city_name,offense_code,offense_type,offense_group,offense_against,date_single,longitude,latitude,location_type,location_category,census_block
1979440,Chicago,13A,aggravated assault,assault offenses,persons,2012-01-26 23:05,-87.712574,41.905512,residence,residence,170312309003011
1979572,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-01-27 03:12,-87.593962,41.791472,restaurant,leisure,170314112001005
1979799,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-01-27 12:00,-87.736312,41.908706,healthcare,healthcare,170312306006009
1979812,Chicago,90Z,all other offenses,all other offenses,other,2012-01-27 12:00,-87.752252,41.927833,residence,residence,170311908004006
1979850,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-01-27 13:00,-87.641502,41.692364,vehicle parking,open space,170314912003004
1979894,Chicago,40A,prostitution,prostitution offenses,society,2012-01-27 14:05,-87.72395,41.909915,street,street,170312307004005
1979911,Chicago,23H,other theft,larceny/theft offenses,property,2012-01-27 14:30,-87.808713,41.981524,vehicle parking,open space,170311005001009
1980160,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-01-27 19:00,-87.635738,41.92245,street,street,170310714004000
1980201,Chicago,13B,simple assault,assault offenses,persons,2012-01-27 19:50,-87.632411,41.682929,street,street,170315302005005
1980213,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-01-27 20:00,-87.67253,41.773062,residence,residence,170316713003001
1980451,Chicago,23D,theft from building,larceny/theft offenses,property,2012-01-28 01:00,-87.631229,41.895911,bar/club,leisure,170310817001002
1980511,Chicago,13B,simple assault,assault offenses,persons,2012-01-28 02:45,-87.645776,41.726307,residence,residence,170317302021029
1980808,Chicago,23H,other theft,larceny/theft offenses,property,2012-01-28 14:00,-87.628208,41.736255,vehicle parking,open space,170318424002040
1980810,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-01-28 14:00,-87.671233,41.769778,residence,residence,170316713003014
1980903,Chicago,90Z,all other offenses,all other offenses,other,2012-01-28 16:30,-87.731717,41.909813,street,street,170312306004000
1981162,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-01-28 22:40,-87.703263,41.783452,supermarket,retail,170316603022006
1981369,Chicago,13B,simple assault,assault offenses,persons,2012-01-29 04:30,-87.695814,41.778496,residence,residence,170316606004004
1981434,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-01-29 09:00,-87.619234,41.678081,other open space,open space,170315301002035
1981488,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-01-29 10:30,-87.683954,41.965623,residence,residence,170310406002007
1981614,Chicago,13B,simple assault,assault offenses,persons,2012-01-29 13:30,-87.707352,41.752406,residence,residence,170317001001009
1981787,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-01-29 18:00,-87.701254,41.798298,residence,residence,170316304004016
1981927,Chicago,23H,other theft,larceny/theft offenses,property,2012-01-29 21:00,-87.686918,41.942248,street,street,170310510001010
1981969,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-01-29 22:06,-87.641752,41.673177,street,street,170315305012019
1981990,Chicago,13B,simple assault,assault offenses,persons,2012-01-29 22:53,-87.687862,41.995943,street,street,170310209013003
1982241,Chicago,13B,simple assault,assault offenses,persons,2012-01-30 10:30,-87.724101,41.878889,residence,residence,170312608001007
1982292,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-01-30 11:45,-87.634101,41.792171,street,street,170318346004010
1982474,Chicago,13B,simple assault,assault offenses,persons,2012-01-30 14:55,-87.552765,41.735084,street,street,170314607002006
1982686,Chicago,13A,aggravated assault,assault offenses,persons,2012-01-30 19:00,-87.643883,41.79195,residence,residence,170318347003011
1982689,Chicago,13A,aggravated assault,assault offenses,persons,2012-01-30 19:00,-87.726095,41.943633,residence,residence,170318311003012
1982773,Chicago,13B,simple assault,assault offenses,persons,2012-01-30 20:45,-87.565955,41.755363,residence,residence,170314313012009
1982933,Chicago,200,arson,arson,property,2012-01-31 01:10,-87.706521,41.775267,residence,residence,170316605001015
1982954,Chicago,23H,other theft,larceny/theft offenses,property,2012-01-31 02:59,-87.628688,41.707097,street,street,170314907003026
1983083,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-01-31 08:45,-87.561146,41.719926,residence,residence,170315102002002
1983164,Chicago,23D,theft from building,larceny/theft offenses,property,2012-01-31 10:30,-87.642545,41.92907,restaurant,leisure,170310701021001
1983219,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-01-31 11:48,-87.767117,41.89665,residence,residence,170312513002009
1983223,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-01-31 12:00,-87.738337,41.941444,residence,residence,170311612002014
1983399,Chicago,13B,simple assault,assault offenses,persons,2012-01-31 15:30,-87.681107,41.992357,residence,residence,170310209022007
1983465,Chicago,23D,theft from building,larceny/theft offenses,property,2012-01-31 17:00,-87.664476,42.010367,residence,residence,170310105012007
1983624,Chicago,13B,simple assault,assault offenses,persons,2012-01-31 19:35,-87.633665,41.684418,residence,residence,170315302004025
1983859,Chicago,90Z,all other offenses,all other offenses,other,2012-02-01 00:00,-87.621022,41.890988,residence,residence,170310814031033
1984068,Chicago,23H,other theft,larceny/theft offenses,property,2012-02-01 08:30,-87.755757,41.959708,residence,residence,170311502002031
1984200,Chicago,12A,personal robbery,robbery,property,2012-02-01 11:00,-87.656661,41.769484,street,street,170318349002026
1984211,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-02-01 11:15,-87.625513,41.768789,rapid transit,transportation,170316903002000
1984281,Chicago,12A,personal robbery,robbery,property,2012-02-01 12:15,-87.631302,41.699775,street,street,170314910005034
1984408,Chicago,520,weapon law violations,weapon law violations,society,2012-02-01 14:54,-87.758008,41.893759,residence,residence,170312515001004
1984458,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-02-01 15:31,-87.637069,41.67704,street,street,170315305011042
1984571,Chicago,13B,simple assault,assault offenses,persons,2012-02-01 17:48,-87.659766,41.795376,residence,residence,170316119002024
1984573,Chicago,40C,purchasing prostitution,prostitution offenses,society,2012-02-01 17:55,-87.743664,41.869559,street,street,170318314001038
1984626,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-02-01 19:00,-87.621089,41.767411,street,street,170316904003001
1984736,Chicago,13B,simple assault,assault offenses,persons,2012-02-01 20:40,-87.653189,41.949687,residence,residence,170310610001002
1984757,Chicago,23D,theft from building,larceny/theft offenses,property,2012-02-01 21:00,-87.648852,41.966409,healthcare,healthcare,170310314004010
1984767,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-02-01 21:10,-87.716965,41.834688,residence,residence,170318305002022
1984821,Chicago,13A,aggravated assault,assault offenses,persons,2012-02-01 22:20,-87.620472,41.676735,bar/club,leisure,170315306003007
1985023,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-02-02 08:00,-87.584966,41.75969,street,street,170314309002017
1985026,Chicago,13A,aggravated assault,assault offenses,persons,2012-02-02 08:00,-87.736356,41.876045,residence,residence,170312605001018
1985045,Chicago,13B,simple assault,assault offenses,persons,2012-02-02 08:35,-87.63285,41.677915,street,street,170315302003025
1985054,Chicago,13B,simple assault,assault offenses,persons,2012-02-02 08:50,-87.613504,41.82388,other retail,retail,170313511002006
1985111,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-02-02 10:00,-87.653073,41.771505,residence,residence,170316811005001
1985116,Chicago,90J,trespass of real property,trespass of real property,society,2012-02-02 10:05,-87.686022,41.776951,street,street,170316606001012
1985264,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-02-02 13:15,-87.728172,41.88256,street,street,170312602001022
1985266,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-02-02 13:20,-87.630765,41.758138,street,street,170316911002009
1985396,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-02-02 16:15,-87.756456,41.878455,street,street,170312521024011
1985537,Chicago,13A,aggravated assault,assault offenses,persons,2012-02-02 19:20,-87.664283,41.690701,gas station,retail,170317505003001
1985716,Chicago,13B,simple assault,assault offenses,persons,2012-02-02 23:15,-87.651924,41.686353,residence,residence,170317506002004
1985723,Chicago,23D,theft from building,larceny/theft offenses,property,2012-02-02 23:30,-87.556455,41.756932,residence,residence,170314314002010
1986034,Chicago,23H,other theft,larceny/theft offenses,property,2012-02-03 11:00,-87.591461,41.758717,convenience store,retail,170318342004004
1986309,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-02-03 17:00,-87.633154,41.911743,residence,residence,170310715005001
1986457,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-02-03 19:56,-87.643367,41.785064,residence,residence,170318348003018
1986550,Chicago,13B,simple assault,assault offenses,persons,2012-02-03 21:30,-87.688879,41.735421,residence,residence,170317005021030
1986797,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-02-04 06:00,-87.61725,41.700937,residence,residence,170314909023021
1987054,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-02-04 14:00,-87.611364,41.652866,residence,residence,170315401023005
1987141,Chicago,23H,other theft,larceny/theft offenses,property,2012-02-04 16:10,-87.627915,41.88465,rapid transit,transportation,170318391001038
1987151,Chicago,13B,simple assault,assault offenses,persons,2012-02-04 16:20,-87.64594,41.777253,residence,residence,170316810004012
1987304,Chicago,13B,simple assault,assault offenses,persons,2012-02-04 20:00,-87.587321,41.741445,residence,residence,170318343003017
1987488,Chicago,23H,other theft,larceny/theft offenses,property,2012-02-05 00:00,-87.647996,41.948548,finance,commercial,170310609005000
1987511,Chicago,13B,simple assault,assault offenses,persons,2012-02-05 00:15,-87.674637,41.760607,street,street,170316720003015
1987801,Chicago,13B,simple assault,assault offenses,persons,2012-02-05 12:30,-87.664675,41.751369,street,street,170317104002009
1987996,Chicago,90Z,all other offenses,all other offenses,other,2012-02-05 17:30,-87.664006,41.771737,street,street,170316716003009
1988094,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-02-05 20:20,-87.718903,41.860305,residence,residence,170318387001031
1988247,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2012-02-06 00:35,-87.664957,41.807945,other retail,retail,170316113001000
1988328,Chicago,240,motor vehicle theft,motor vehicle theft,property,2012-02-06 06:15,-87.536492,41.694617,street,street,170315206001002
1988443,Chicago,23D,theft from building,larceny/theft offenses,property,2012-02-06 09:30,-87.681416,41.831368,residence,residence,170318403003015
1988493,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2012-02-06 11:00,-87.742329,41.918806,residence,residence,170311910002014
1988521,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2012-02-06 11:45,-87.704555,41.998303,residence,residence,170310206012009
1988538,Chicago,90Z,all other offenses,all other offenses,other,2012-02-06 12:00,-87.733307,41.805427,residence,residence,170315703004009
1988542,Chicago,13B,simple assault,assault offenses,persons,2012-02-06 12:05,-87.680633,41.848096,school,education,170318413004004
1988629,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2012-02-06 14:32,-87.700187,41.885467,street,street,170318371002024
1988730,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2012-02-06 17:00,-87.787786,41.9202,residence,residence,170318315002004
1988752,Chicago,23C,shoplifting,larceny/theft offenses,property,2012-02-06 17:40,-87.626232,41.883754,other retail,retail,170313201001015
